HEPES,HEPES_pH7.0,HEPES_pH7.2,HEPES_pH7.4,HEPES_pH7.6,HEPES_pH7.8,HEPES_pH8.0,MgCl2,CP,Bicarbonate,Formate,CoA,B12,ATP,NADPH,Pco,Ccr,Epi,Mcm,Scr,Ssr,Hbs,Hbd,Ecm,Mco,Mch,Mcl,KatE,Fdh,CA,Gor,CK,yield,yield_std
175,0,0,0,0,1,0,5,40,20,60,0.3,0,3,2.5,7.175625,2.15845,5.956,0.30415,5.23095,0.552,0.533925,1.818,2.306,34.22125,0.5672,4.776,7.38585,30.576,0.1334,2.485575,3.52935,16.45931732,1.003265287
50,0,0,0,0,1,0,15,20,10,20,0.4,0.1,7,7.5,4.01835,2.15845,2.2335,0.152075,5.23095,0.552,0.533925,2.9088,2.8825,26.00815,1.1344,0.796,6.5652,30.576,0.016675,4.694975,0.7843,17.52690467,2.394917944
125,0,0,0,0,1,0,7.5,2.5,10,10,0.5,0,10,3.75,1.72215,1.2334,2.978,2.889425,2.615475,3.864,1.601775,1.4544,0.5765,62.9671,1.7016,11.144,1.6413,13.104,0.10005,3.86645,0.39215,20.36301794,2.671855459
175,0,0,0,1,0,0,15,20,10,10,0,0,6,5,2.2962,0.92505,2.978,2.889425,6.9746,3.864,1.601775,2.1816,2.306,46.5409,1.7016,2.786,8.2065,30.576,0.16675,3.86645,0.39215,13.12355705,1.59168416
75,0,0,0,0,1,0,12.5,60,2.5,20,0.4,0,3,3.75,3.0616,1.8501,0.7445,2.889425,3.4873,1.656,0.533925,0.7272,1.44125,26.00815,0.2836,3.582,3.2826,30.576,0.0667,4.97115,0.7843,30.45726142,2.071416277
50,0,0,0,0,0,1,5,5,20,20,0.1,0,3,10,3.0616,1.8501,2.2335,0.456225,1.74365,2.208,0.533925,3.2724,2.306,26.00815,2.836,2.786,3.2826,30.576,0.150075,3.037925,3.52935,17.13475985,7.153237336
50,1,0,0,0,0,0,5,40,2.5,20,0.1,0.1,3,2.5,2.2962,2.77515,2.978,1.52075,6.9746,2.76,1.601775,2.1816,2.59425,26.00815,2.836,6.368,2.46195,23.296,0.016675,5.247325,1.5686,12.67611472,1.442973959
175,0,0,0,0,1,0,5,5,5,2.5,0.4,0.1,6,8.75,0.95675,1.2334,4.467,0.456225,3.4873,1.656,1.601775,0.7272,2.59425,46.5409,1.9852,3.582,8.2065,13.104,0.050025,2.76175,1.96075,17.79739762,2.120647545
175,0,0,0,0,1,0,2.5,10,5,40,0.5,0,9,8.75,0.95675,2.77515,0.7445,2.12905,2.615475,1.656,5.33925,0.3636,2.8825,26.00815,1.7016,14.726,5.74455,23.296,0.03335,4.4188,3.52935,15.84270681,1.195182744
125,0,0,0,1,0,0,5,40,10,10,0.4,0,10,3.75,2.2962,0.6167,3.7225,0.6083,17.4365,4.416,1.601775,0.7272,2.01775,26.00815,0.2836,6.368,5.74455,30.576,0.116725,5.247325,2.3529,11.86912272,0.657641749
150,0,0,0,1,0,0,17.5,0,10,10,0.1,0,9,6.25,1.72215,2.77515,3.7225,0.30415,6.9746,2.208,0.533925,2.5452,2.01775,26.00815,1.418,6.368,1.6413,7.28,0.083375,4.142625,1.17645,22.63441089,1.23299257
125,0,1,0,0,0,0,15,20,80,20,0,0.1,9,2.5,3.0616,2.77515,5.2115,1.52075,5.23095,3.312,0.533925,2.9088,0.28825,26.00815,0.5672,1.194,1.6413,13.104,0.1334,4.142625,2.3529,24.48628202,1.280964974
125,0,0,0,1,0,0,5,20,5,40,0.2,0.1,5,7.5,4.01835,2.15845,0.7445,0.456225,2.615475,1.656,0.533925,1.0908,1.7295,62.9671,1.1344,8.358,2.46195,30.576,0.0667,3.3141,0.7843,20.32826365,1.383558098
100,0,0,0,0,0,1,15,20,20,60,0.5,0.1,9,2.5,1.72215,3.0835,6.7005,0.91245,5.23095,1.656,1.601775,1.0908,2.306,46.5409,2.2688,1.194,4.9239,4.368,0.050025,2.76175,0.39215,20.23388262,2.493469835
50,0,1,0,0,0,0,15,60,60,80,0,0.1,6,3.75,4.01835,2.15845,0.7445,2.12905,5.23095,2.76,0.533925,1.4544,0.86475,34.22125,1.1344,2.786,5.74455,7.28,0.050025,2.485575,2.74505,12.29573784,2.403702294
150,0,0,1,0,0,0,10,20,5,60,0.2,0.1,9,3.75,2.2962,0.6167,3.7225,0.152075,3.4873,3.312,0.533925,1.0908,1.7295,34.22125,0.2836,4.776,1.6413,53.872,0.16675,3.590275,1.96075,14.55102675,1.415457189
175,0,0,0,0,1,0,7.5,20,5,5,1,0,8,8.75,2.2962,2.4668,1.489,1.52075,0.871825,2.76,1.601775,3.636,1.7295,46.5409,1.9852,4.776,8.2065,13.104,0.150075,3.590275,3.52935,15.60771356,1.038603625
50,1,0,0,0,0,0,12.5,40,80,60,0,0.1,7,6.25,7.175625,0.6167,2.2335,1.2166,5.23095,2.208,1.601775,2.1816,2.8825,26.00815,0.2836,1.592,6.5652,7.28,0.150075,3.86645,0.7843,7.92599636,1.125117421
75,0,0,0,0,1,0,2.5,5,20,80,0.4,0.1,7,3.75,0.95675,0.30835,6.7005,0.30415,9.590075,1.656,1.601775,2.5452,2.59425,26.00815,2.836,3.582,8.2065,23.296,0.0667,4.694975,3.1372,15.1414427,0.714608912
75,0,0,0,1,0,0,7.5,10,5,60,0.3,0.1,3,1.25,3.0616,2.15845,0.7445,0.91245,13.077375,3.312,1.601775,2.9088,0.28825,26.00815,1.7016,11.144,2.46195,7.28,0.150075,3.037925,3.52935,18.90315508,2.178900597
50,0,0,1,0,0,0,7.5,10,2.5,20,0.3,0,5,2.5,5.3578,0.92505,2.2335,0.30415,1.74365,2.208,0.533925,0.7272,0.5765,46.5409,0.8508,1.194,4.10325,7.28,0.0667,4.97115,2.3529,19.89433846,1.388109041
150,1,0,0,0,0,0,10,20,20,2.5,0.3,0,7,3.75,7.175625,1.8501,5.2115,0.6083,0.871825,4.968,0.533925,0.3636,2.59425,34.22125,1.9852,2.786,6.5652,7.28,0.150075,4.4188,1.17645,13.26558634,1.659681364
100,0,0,0,1,0,0,2.5,10,10,20,0.2,0.1,9,10,4.01835,1.8501,0.7445,0.91245,13.077375,4.968,0.533925,0.3636,2.8825,62.9671,2.5524,3.582,4.10325,4.368,0.0667,3.3141,0.39215,10.87923932,1.303129319
150,0,1,0,0,0,0,2.5,5,20,80,0.4,0,8,8.75,4.01835,1.54175,6.7005,2.12905,5.23095,4.968,1.601775,2.5452,2.306,34.22125,0.8508,14.726,2.46195,7.28,0.16675,1.380875,0.39215,19.62201332,3.405964944
50,0,0,0,0,0,1,12.5,10,5,40,0.4,0,7,2.5,0.478375,2.77515,1.489,2.12905,1.74365,4.968,1.601775,2.5452,2.8825,34.22125,0.2836,2.786,3.2826,23.296,0.1334,5.247325,2.3529,21.09537035,1.452405204
150,1,0,0,0,0,0,2.5,60,20,20,0.1,0.1,8,7.5,4.01835,2.4668,6.7005,0.456225,6.9746,3.312,1.601775,3.2724,1.153,26.00815,1.9852,1.99,4.10325,30.576,0.050025,4.142625,0.39215,9.892879789,2.426102763
100,1,0,0,0,0,0,12.5,10,40,60,2,0,9,6.25,2.2962,1.8501,3.7225,0.91245,2.615475,1.656,1.601775,0.3636,2.306,46.5409,0.8508,14.726,6.5652,7.28,0.1334,5.247325,1.5686,17.92148286,3.464383509
150,0,1,0,0,0,0,12.5,40,2.5,40,0.1,0.2,10,7.5,1.72215,2.77515,5.2115,2.889425,2.615475,4.416,1.601775,0.7272,1.7295,34.22125,0.2836,6.368,1.6413,30.576,0.050025,5.247325,0.39215,12.28402423,3.324283044
125,0,0,0,1,0,0,10,2.5,60,20,0.2,0.1,5,7.5,5.3578,0.30835,5.2115,0.6083,9.590075,1.656,1.601775,3.2724,1.7295,34.22125,0.8508,11.144,0.82065,30.576,0.116725,3.86645,3.52935,12.5234152,0.727884511
50,0,0,0,0,1,0,5,10,2.5,40,0.4,0,7,8.75,0.287025,0.92505,5.956,0.456225,1.74365,4.968,1.601775,2.5452,2.306,34.22125,2.836,1.99,4.10325,7.28,0.016675,3.590275,1.5686,17.77535821,1.688771861
75,0,0,1,0,0,0,7.5,0,2.5,2.5,0.4,0,4,10,3.0616,0.30835,0.7445,0.30415,0.871825,3.864,0.533925,1.4544,0.86475,26.00815,1.7016,1.99,7.38585,13.104,0.10005,3.037925,3.1372,16.75428608,5.272157987
100,0,0,1,0,0,0,17.5,5,60,20,0.2,0,3,3.75,1.72215,2.15845,5.956,1.2166,5.23095,0.552,1.601775,2.9088,1.7295,26.00815,1.9852,14.726,8.2065,23.296,0.016675,3.3141,2.74505,15.91371539,0.893447267
125,0,0,1,0,0,0,10,2.5,20,10,1,0,9,10,0.478375,1.2334,1.489,0.6083,3.4873,2.76,1.601775,2.9088,2.8825,46.5409,2.836,1.592,8.2065,23.296,0.1334,4.97115,1.5686,12.28347517,0.289869464
125,0,1,0,0,0,0,7.5,20,40,80,5,0.1,5,6.25,5.3578,1.54175,4.467,1.2166,9.590075,3.312,1.601775,1.818,0.86475,26.00815,0.5672,6.368,7.38585,7.28,0.016675,4.142625,0.7843,15.87083368,2.223242121
125,0,0,0,0,1,0,12.5,0,10,40,1,0.1,5,3.75,0.95675,1.8501,2.978,0.6083,0.871825,1.104,0.533925,1.4544,0.86475,46.5409,2.836,2.786,6.5652,13.104,0.016675,4.97115,1.17645,18.62529885,2.635585538
150,0,1,0,0,0,0,5,0,2.5,0,0,0.1,9,3.75,7.175625,1.54175,2.978,0.91245,6.9746,4.968,1.601775,2.1816,1.7295,46.5409,2.836,4.776,0.82065,7.28,0.10005,2.76175,0.39215,6.569976086,0.214205678
50,0,0,0,0,0,1,7.5,40,5,80,1,0,3,8.75,5.3578,1.2334,2.978,0.456225,17.4365,2.208,0.533925,1.0908,1.153,26.00815,2.5524,6.368,7.38585,30.576,0.116725,4.142625,0.39215,12.18141066,1.116335058
75,0,0,0,0,1,0,17.5,60,2.5,80,0.4,0.1,7,5,3.0616,0.6167,0.7445,1.52075,2.615475,1.104,1.601775,1.4544,2.306,46.5409,1.418,8.358,0.82065,4.368,0.1334,3.590275,1.17645,13.6911613,1.770629445
75,0,0,0,0,1,0,7.5,20,20,2.5,0.2,0.1,4,6.25,2.2962,1.54175,0.7445,1.2166,13.077375,4.416,1.601775,0.7272,1.44125,26.00815,1.1344,11.144,7.38585,40.768,0.16675,3.86645,2.74505,14.93582795,1.183619463
150,0,0,0,0,0,1,2.5,20,2.5,20,0.2,0.1,10,5,9.5675,2.77515,5.956,2.889425,5.23095,2.208,0.533925,2.5452,0.28825,62.9671,2.2688,1.194,1.6413,7.28,0.03335,2.485575,1.96075,6.929409861,0.564140669
200,0,0,0,0,1,0,17.5,0,10,60,0.5,0.1,10,3.75,2.2962,2.4668,1.489,0.456225,6.9746,3.312,0.533925,1.818,2.8825,113.61455,0.5672,4.776,7.38585,13.104,0.083375,4.97115,0.39215,7.85340209,0.76966139
75,0,0,1,0,0,0,5,2.5,10,40,0.1,0,7,6.25,3.0616,0.30835,5.2115,0.456225,6.9746,4.968,1.601775,2.5452,1.7295,62.9671,0.2836,1.99,8.2065,4.368,0.10005,3.037925,0.39215,15.52008786,0.934094196
100,0,0,0,0,1,0,10,10,40,10,1,0,8,3.75,2.2962,1.54175,1.489,0.91245,2.615475,2.76,1.601775,2.1816,2.01775,84.8687,1.9852,14.726,7.38585,40.768,0.03335,4.142625,0.39215,11.75478232,0.515499556
150,0,0,0,0,1,0,12.5,60,60,40,1,0.1,8,6.25,4.01835,0.6167,2.978,1.52075,9.590075,1.656,0.533925,2.9088,0.28825,26.00815,1.7016,4.776,0.82065,7.28,0.03335,2.485575,1.5686,19.14481818,0.097507528
50,0,1,0,0,0,0,15,10,10,20,0.3,0.1,4,3.75,5.3578,0.6167,2.2335,0.30415,0.871825,4.416,1.601775,1.4544,0.86475,46.5409,1.7016,8.358,2.46195,30.576,0.03335,5.247325,1.5686,9.520698096,1.207688885
100,0,0,0,0,1,0,2.5,20,5,80,1,0,5,2.5,0.95675,0.6167,0.7445,0.152075,0.871825,3.864,1.601775,2.9088,1.7295,46.5409,2.836,1.99,6.5652,30.576,0.116725,3.86645,0.7843,10.99531075,0.960702896
100,0,0,1,0,0,0,12.5,40,2.5,40,0,0.2,9,8.75,5.3578,1.2334,1.489,0.456225,3.4873,0.552,1.601775,0.3636,1.7295,26.00815,0.2836,4.776,3.2826,7.28,0.1334,3.86645,1.5686,16.43990679,0.944917584
75,0,0,0,0,1,0,12.5,2.5,10,60,1,0,7,6.25,0.95675,2.4668,2.2335,0.91245,3.4873,4.416,0.533925,3.636,2.01775,113.61455,0.5672,4.776,0.82065,7.28,0.083375,4.97115,2.3529,12.80621334,1.245102371
50,0,0,0,1,0,0,20,20,5,5,0.3,0.1,3,6.25,3.0616,1.54175,6.7005,1.52075,1.74365,1.656,0.533925,2.9088,2.59425,34.22125,1.418,6.368,2.46195,13.104,0.10005,4.142625,2.74505,16.84561741,1.586952332
125,0,0,0,0,1,0,5,10,5,60,0.2,0,3,7.5,3.0616,0.6167,6.7005,2.12905,13.077375,2.208,1.601775,1.4544,1.153,26.00815,0.8508,6.368,3.2826,40.768,0.083375,4.97115,1.96075,10.50083949,0.7926798
75,0,0,0,0,0,1,2.5,10,5,20,0,0.2,7,7.5,9.5675,0.92505,0.7445,0.91245,1.74365,2.76,1.601775,2.5452,0.86475,34.22125,2.2688,1.99,6.5652,13.104,0.016675,2.76175,3.52935,10.64244398,1.444202287
75,0,0,0,0,1,0,12.5,40,20,40,1,0,10,7.5,3.0616,2.4668,1.489,2.889425,3.4873,2.208,9.076725,1.0908,2.306,34.22125,2.2688,8.358,1.6413,13.104,0.0667,2.76175,1.96075,15.78717729,2.250663637
200,0,0,0,0,0,1,12.5,2.5,40,80,0.4,0,7,7.5,2.2962,3.0835,2.978,1.2166,9.590075,3.864,0.533925,0.7272,2.01775,34.22125,0.5672,14.726,7.38585,40.768,0.03335,3.590275,2.74505,11.41622186,1.192025715
75,0,0,1,0,0,0,7.5,10,10,40,0.5,0,9,7.5,3.0616,1.54175,1.489,0.456225,5.23095,1.104,0.533925,2.9088,2.59425,113.61455,0.8508,8.358,1.6413,40.768,0.050025,4.694975,3.52935,12.79662458,0.942350487
125,0,0,0,1,0,0,10,20,20,10,0.4,0.1,5,3.75,2.2962,1.2334,2.2335,0.152075,2.615475,4.968,1.601775,1.4544,1.153,26.00815,0.5672,11.144,4.9239,13.104,0.050025,1.380875,1.5686,26.02307802,1.798681395
50,0,0,0,1,0,0,10,2.5,10,10,0.4,0,10,6.25,4.01835,2.77515,5.2115,0.30415,1.74365,0.552,0.533925,0.3636,1.44125,113.61455,1.1344,19.9,8.2065,23.296,0.050025,4.142625,0.7843,10.44789254,0.760844797
50,0,1,0,0,0,0,2.5,40,40,10,0.4,0.1,5,3.75,4.01835,3.0835,5.2115,0.30415,3.4873,4.968,1.601775,2.5452,2.59425,26.00815,1.7016,2.786,8.2065,13.104,0.16675,1.380875,0.7843,18.96947334,3.071264902
125,0,0,1,0,0,0,10,20,10,5,0.3,0.2,9,3.75,5.3578,0.6167,3.7225,1.52075,6.9746,0.552,1.601775,1.0908,2.01775,46.5409,2.2688,8.358,5.74455,4.368,0.1334,3.037925,0.39215,11.32706489,0.994394664
50,0,1,0,0,0,0,12.5,5,10,5,0.5,0.1,7,10,7.175625,0.30835,4.467,0.91245,1.74365,1.104,1.601775,1.0908,2.306,26.00815,0.8508,19.9,5.74455,30.576,0.083375,4.142625,3.52935,6.826081578,0.606464597
200,0,0,0,0,0,1,7.5,10,5,60,0.5,0.1,8,6.25,7.175625,1.54175,5.956,0.6083,3.4873,1.656,2.669625,0.3636,2.8825,46.5409,0.2836,1.99,3.2826,7.28,0.0667,3.86645,3.1372,21.11624835,0.158861483
200,0,0,0,0,1,0,5,20,5,60,0,0.1,5,10,0.095675,2.77515,3.7225,1.52075,3.4873,4.968,12.280275,3.636,2.8825,34.22125,0.2836,14.726,6.5652,7.28,0.03335,4.694975,1.17645,3.646637736,0.312956688
200,1,0,0,0,0,0,7.5,5,5,40,0.2,0,4,2.5,1.72215,2.4668,0.7445,0.30415,5.23095,3.864,0.533925,2.1816,1.7295,46.5409,2.5524,14.726,4.9239,23.296,0.16675,2.485575,0.39215,12.97196325,0.255516443
175,0,1,0,0,0,0,17.5,5,20,40,0.2,0.1,5,8.75,4.01835,1.54175,5.2115,2.889425,0.871825,1.656,0.533925,2.9088,1.7295,34.22125,1.9852,4.776,2.46195,4.368,0.03335,2.76175,0.7843,16.21286873,1.566941132
50,0,0,0,0,0,1,12.5,20,5,60,3,0,9,5,7.175625,1.8501,0.7445,0.152075,3.4873,3.864,0.533925,2.5452,2.306,34.22125,0.2836,1.99,5.74455,30.576,0.1334,2.485575,3.52935,8.448195149,0.56439643
175,0,0,1,0,0,0,7.5,40,80,0,0.3,0,5,8.75,9.5675,1.54175,0.7445,0.91245,1.74365,1.104,0.533925,2.9088,1.7295,34.22125,0.5672,1.99,0.82065,13.104,0.150075,3.3141,3.52935,11.67388333,5.112839845
150,0,1,0,0,0,0,7.5,20,20,40,0.4,0,9,2.5,2.2962,2.15845,3.7225,0.30415,1.74365,4.416,1.601775,0.3636,2.59425,113.61455,2.2688,8.358,4.9239,23.296,0.083375,3.86645,2.74505,14.50339543,0.605527704
75,1,0,0,0,0,0,2.5,10,60,10,0.5,0,4,5,3.0616,2.77515,2.2335,1.2166,2.615475,3.312,1.601775,1.818,1.44125,62.9671,0.5672,8.358,5.74455,23.296,0.016675,5.247325,0.39215,14.47029292,3.758960417
75,0,0,0,1,0,0,15,0,2.5,20,0.5,0,4,8.75,7.175625,2.4668,2.978,0.6083,5.23095,1.656,1.601775,2.5452,1.7295,26.00815,1.418,3.582,4.10325,72.8,0.10005,2.485575,1.5686,12.70578989,0.593610081
100,0,0,0,0,1,0,10,5,20,10,0.3,0.1,4,7.5,7.175625,1.8501,2.978,2.12905,3.4873,1.656,9.076725,1.4544,2.01775,26.00815,1.1344,1.99,1.6413,7.28,0.150075,4.142625,3.52935,13.42383182,5.776127582
175,1,0,0,0,0,0,5,0,2.5,10,1,0,9,7.5,9.5675,0.6167,5.956,1.52075,5.23095,3.312,0.533925,1.818,1.44125,26.00815,1.9852,3.582,5.74455,53.872,0.150075,3.590275,3.52935,8.867247871,0.442889072
125,0,0,0,1,0,0,2.5,10,10,80,0.2,0.1,1,8.75,4.01835,0.6167,3.7225,2.889425,6.9746,2.208,0.533925,3.2724,0.5765,34.22125,0.8508,6.368,3.2826,7.28,0.03335,4.97115,1.17645,19.55316655,1.538256693
100,0,0,1,0,0,0,2.5,20,5,10,0.4,0.1,3,6.25,2.2962,1.2334,3.7225,1.52075,0.871825,4.416,0.533925,1.4544,2.59425,46.5409,2.836,1.592,4.10325,23.296,0.016675,4.694975,0.7843,17.272144,2.805195096
100,0,0,0,0,0,1,5,5,10,20,5,0.1,8,7.5,5.3578,3.0835,1.489,1.52075,1.74365,3.864,1.601775,3.2724,2.306,46.5409,1.9852,1.99,4.10325,30.576,0.050025,4.97115,1.17645,16.40583637,1.078730356
150,0,0,0,0,1,0,12.5,20,10,80,0.2,0.4,8,3.75,2.2962,0.30835,0.7445,2.889425,1.74365,2.208,0.533925,0.7272,0.28825,26.00815,1.1344,11.144,4.9239,7.28,0.016675,3.3141,0.39215,8.012643149,0.218885876
100,0,1,0,0,0,0,15,20,60,80,0.2,0,7,3.75,5.3578,1.54175,1.489,0.30415,2.615475,4.968,1.601775,3.2724,1.153,62.9671,1.9852,14.726,0.82065,7.28,0.083375,4.694975,2.74505,13.29625607,0.167078248
100,0,1,0,0,0,0,7.5,10,60,0,0.3,0,10,1.25,1.72215,2.15845,2.2335,1.2166,2.615475,4.416,1.601775,2.1816,0.5765,46.5409,0.5672,2.786,1.6413,4.368,0.116725,2.76175,2.3529,4.966281624,0.12192543
50,0,0,0,1,0,0,7.5,40,40,10,0,0.1,7,2.5,4.01835,2.77515,4.467,0.152075,2.615475,0.552,1.601775,0.7272,1.7295,46.5409,2.836,2.786,4.10325,53.872,0.10005,3.037925,2.74505,15.19753498,0.787496118
50,0,0,0,1,0,0,2.5,10,60,5,0.4,0,8,7.5,3.0616,2.77515,5.2115,1.52075,5.23095,1.656,0.533925,1.0908,1.44125,34.22125,1.418,14.726,7.38585,7.28,0.116725,0.276175,0.39215,3.453611546,0.849978125
75,0,0,1,0,0,0,12.5,40,5,80,0.1,0.1,9,6.25,4.01835,3.0835,2.2335,0.152075,6.9746,2.208,0.533925,1.0908,2.01775,62.9671,0.5672,1.99,5.74455,30.576,0.083375,1.933225,0.39215,10.36985373,0.290541641
150,0,0,0,1,0,0,5,20,40,2.5,0.3,0,9,8.75,3.0616,1.2334,1.489,1.52075,5.23095,0.552,0.533925,0.3636,0.86475,84.8687,1.9852,11.144,8.2065,40.768,0.116725,4.97115,0.7843,10.17920713,0.473314679
50,0,0,0,1,0,0,7.5,40,80,60,0.5,0.1,3,5,4.01835,2.4668,4.467,1.2166,13.077375,1.656,1.601775,2.1816,1.44125,26.00815,1.418,4.776,6.5652,23.296,0.10005,4.4188,3.1372,6.267687725,0.368039225
200,0,0,0,1,0,0,5,40,40,60,0.3,0.2,7,6.25,5.3578,1.8501,3.7225,0.152075,2.615475,4.968,0.533925,2.1816,2.01775,26.00815,0.2836,2.786,4.9239,7.28,0.050025,5.247325,3.52935,11.76466294,0.844376765
200,0,0,1,0,0,0,5,10,10,2.5,0,0,9,3.75,3.0616,0.92505,5.2115,1.2166,3.4873,3.312,1.601775,1.818,2.59425,84.8687,1.1344,4.776,5.74455,40.768,0.050025,4.142625,2.74505,9.936261565,0.208316144
100,0,0,1,0,0,0,2.5,10,60,20,0.4,0.1,5,8.75,9.5675,1.8501,0.7445,0.6083,6.9746,2.208,0.533925,2.9088,2.01775,62.9671,2.836,4.776,4.9239,4.368,0.016675,2.485575,1.17645,11.03864027,0.938356269
175,0,0,1,0,0,0,5,20,2.5,40,0.2,0.1,7,5,4.01835,2.77515,3.7225,1.52075,1.74365,0.552,1.601775,3.636,2.8825,34.22125,2.836,0.398,4.9239,13.104,0.116725,3.037925,3.1372,12.84590091,0.605139964
125,0,1,0,0,0,0,5,2.5,10,2.5,4,0.1,6,5,9.5675,1.54175,2.978,0.456225,5.23095,3.312,1.601775,2.1816,2.8825,34.22125,2.5524,14.726,0.82065,7.28,0.03335,2.76175,1.5686,11.67122862,0.309913481
125,0,0,1,0,0,0,15,10,40,40,1,0,10,5,7.175625,0.92505,5.956,0.30415,1.74365,1.104,2.669625,0.7272,2.01775,34.22125,1.418,1.99,6.5652,7.28,0.03335,3.590275,2.3529,16.54476079,1.505322926
200,0,0,1,0,0,0,5,2.5,2.5,20,0.5,0.1,10,5,4.01835,0.92505,5.2115,2.12905,2.615475,2.76,5.33925,3.2724,0.5765,46.5409,2.5524,2.786,8.2065,7.28,0.050025,4.694975,1.17645,15.58947384,1.80942309
75,0,0,0,1,0,0,10,20,20,80,0.4,0.4,9,6.25,5.3578,1.54175,2.978,0.456225,17.4365,0.552,0.533925,1.818,2.8825,26.00815,0.2836,1.99,2.46195,30.576,0.1334,3.3141,2.74505,4.913674495,0.14612172
175,0,0,0,0,1,0,15,2.5,60,10,0.2,0,10,7.5,1.72215,3.0835,5.956,0.456225,1.74365,1.656,1.601775,2.5452,0.86475,26.00815,1.9852,0.398,6.5652,13.104,0.0667,3.037925,1.96075,16.90235114,4.41674023
100,0,0,0,0,1,0,2.5,40,10,5,0.5,0.1,8,3.75,0.287025,2.77515,4.467,1.52075,3.4873,1.104,1.601775,3.2724,2.306,84.8687,0.8508,11.144,6.5652,4.368,0.1334,5.247325,3.52935,9.043276208,0.536042879
100,0,0,1,0,0,0,10,10,20,80,0.3,0.1,7,8.75,4.01835,1.8501,3.7225,0.456225,13.077375,3.864,12.280275,1.818,2.8825,34.22125,0.2836,14.726,0.82065,7.28,0.16675,3.037925,1.5686,9.525888152,0.547489164
125,0,0,0,0,1,0,17.5,10,5,60,0,0,5,8.75,7.175625,2.15845,2.978,0.6083,1.74365,2.76,2.669625,3.2724,1.44125,26.00815,2.836,6.368,5.74455,7.28,0.016675,2.76175,1.5686,19.23437008,0.557199111
125,0,0,0,1,0,0,12.5,20,5,10,5,0,3,2.5,5.3578,2.4668,5.2115,2.889425,6.9746,1.656,0.533925,0.7272,2.59425,26.00815,2.836,2.786,2.46195,7.28,0.1334,3.590275,3.1372,11.52345301,0.378618483
100,0,1,0,0,0,0,5,20,10,10,0,0,6,5,0.287025,2.77515,2.2335,0.91245,2.615475,0.552,1.601775,1.4544,2.306,62.9671,2.5524,8.358,4.9239,13.104,0.10005,4.142625,3.52935,14.48332871,0.786205193
200,0,0,0,1,0,0,12.5,5,10,10,0,0,3,3.75,2.2962,3.0835,2.2335,1.52075,5.23095,2.208,0.533925,1.818,1.153,62.9671,1.418,3.582,3.2826,30.576,0.050025,3.037925,3.52935,14.30317565,0.296217
175,0,1,0,0,0,0,15,10,40,60,0.4,0,9,10,0.95675,1.2334,5.2115,0.6083,3.4873,4.416,1.601775,2.9088,2.306,84.8687,0.8508,2.786,8.2065,30.576,0.150075,2.485575,0.7843,9.018865953,0.694777009
75,0,0,0,0,0,1,2.5,5,10,20,0.2,0.2,10,10,4.01835,2.4668,4.467,1.52075,1.74365,2.208,9.076725,1.0908,1.7295,26.00815,2.836,2.786,8.2065,23.296,0.016675,3.86645,1.5686,15.82990333,0.960438012
200,0,1,0,0,0,0,2.5,20,20,0,0.2,0,10,1.25,0.287025,2.77515,4.467,2.12905,6.9746,3.312,0.533925,1.4544,0.86475,26.00815,2.836,3.582,3.2826,23.296,0.03335,4.97115,2.74505,5.245739777,0.199914842
150,0,1,0,0,0,0,10,40,60,40,0.4,0.1,3,2.5,4.01835,0.6167,4.467,0.30415,5.23095,1.104,0.533925,1.0908,0.5765,26.00815,1.1344,1.592,0.82065,53.872,0.016675,4.142625,1.5686,19.08962785,1.832235526
150,0,1,0,0,0,0,2.5,60,5,40,0.2,0.2,7,7.5,3.0616,3.0835,0.7445,0.456225,6.9746,4.416,1.601775,2.1816,2.01775,26.00815,1.418,8.358,6.5652,30.576,0.0667,4.142625,3.52935,7.381162048,0.116504476
100,0,0,1,0,0,0,10,0,20,5,0.4,0,10,6.25,0.95675,2.15845,3.7225,0.456225,5.23095,2.76,1.601775,3.2724,1.7295,34.22125,0.8508,8.358,4.10325,4.368,0.116725,1.933225,1.5686,26.56897258,2.016709243
125,0,0,0,0,1,0,5,0,10,10,0.1,0.2,9,2.5,9.5675,2.15845,1.489,2.12905,3.4873,2.208,0.533925,0.7272,2.8825,34.22125,1.1344,3.582,6.5652,53.872,0.016675,4.97115,2.74505,4.005034583,0.937920244
125,0,0,0,0,0,1,7.5,20,40,20,0.4,0,8,5,9.5675,0.92505,6.7005,2.889425,6.9746,4.968,1.601775,1.0908,2.59425,26.00815,0.8508,3.582,4.9239,30.576,0.10005,1.380875,2.74505,13.89183621,1.079639119
200,0,0,0,0,1,0,12.5,20,20,60,1,0.1,10,8.75,3.0616,2.15845,6.7005,0.6083,5.23095,0.552,5.33925,1.4544,2.59425,34.22125,2.5524,8.358,4.10325,13.104,0.150075,2.76175,0.7843,11.04515164,1.340173936
125,0,0,0,0,1,0,12.5,40,60,60,0.5,0.2,6,8.75,2.2962,0.6167,5.956,1.52075,6.9746,0.552,1.601775,2.9088,1.7295,46.5409,0.2836,6.368,6.5652,7.28,0.03335,4.142625,0.7843,10.29362571,1.451141967
125,0,0,0,0,1,0,20,5,80,40,0.1,0.1,8,2.5,4.01835,1.8501,5.2115,0.152075,9.590075,0.552,1.601775,0.7272,0.28825,34.22125,2.5524,1.194,7.38585,4.368,0.050025,2.76175,0.7843,14.80524087,0.442770638
